"date","indpro","cpiaucsl","unrate","temp"
2017-07-01,100.087,244.243,4.3,32.9454463705439
2017-08-01,99.6323,245.183,4.4,28.8572925428794
2017-09-01,99.7482,246.435,4.3,21.1785904048804
2017-10-01,100.989,246.626,4.2,13.2308109675972
2017-11-01,101.249,247.284,4.2,6.83468531424985
2017-12-01,101.487,247.805,4.1,2.2191996956217
2018-01-01,101.485,248.859,4,2.27739137714043
2018-02-01,101.732,249.529,4.1,3.04503485911796
2018-03-01,102.194,249.577,4,9.39659207973571
2018-04-01,103.355,250.227,4,14.659326362185
2018-05-01,102.381,250.792,3.8,19.6401401507257
2018-06-01,103.226,251.018,4,26.2842518308955
2018-07-01,103.356,251.214,3.8,32.4189507619939
2018-08-01,104.059,251.663,3.8,28.3984395963391
2018-09-01,104.104,252.182,3.7,23.889456225514
2018-10-01,103.93,252.772,3.8,15.2040912695138
2018-11-01,104.013,252.594,3.8,7.75568535453037
2018-12-01,104.045,252.767,3.9,3.04268600994032
2019-01-01,103.36,252.561,4,2.86605521919401
2019-02-01,102.825,253.319,3.8,5.10737124478364
2019-03-01,102.836,254.277,3.8,10.3206763193065
2019-04-01,102.275,255.233,3.7,16.7254302976871
2019-05-01,102.418,255.296,3.6,18.87670227918
2019-06-01,102.543,255.213,3.6,26.1246986715266
2019-07-01,102.006,255.802,3.7,30.3832104118767
2019-08-01,102.781,256.036,3.6,28.1302987904579
2019-09-01,102.46,256.43,3.5,21.5079676847385
2019-10-01,101.588,257.155,3.6,13.8752780764255
2019-11-01,102.149,257.879,3.6,4.2520620370161
2019-12-01,101.942,258.63,3.6,2.03748723494572
2020-01-01,101.337,259.127,3.6,1.76999891992822
2020-02-01,101.672,259.25,3.5,4.10159552543936
2020-03-01,97.606,258.076,4.4,7.07892217371972
2020-04-01,84.6812,256.032,14.8,14.7298988364116
2020-05-01,86.0108,255.802,13.2,18.3827669292041
2020-06-01,91.6745,257.042,11,27.5777805771326
2020-07-01,95.0037,258.352,10.2,30.4522659684143
2020-08-01,95.9294,259.316,8.4,29.7924720968149
2020-09-01,95.8914,259.997,7.8,21.8949597037076
2020-10-01,96.5256,260.319,6.9,13.2863861372692
2020-11-01,96.9529,260.911,6.7,4.64879837672247
2020-12-01,98.2039,262.045,6.7,1.63905803556516
2021-01-01,98.8135,262.639,6.4,0.46421261092381
2021-02-01,95.5072,263.573,6.2,3.89738555300181
2021-03-01,98.1929,264.847,6.1,9.96678999142498
2021-04-01,98.3317,266.625,6.1,14.593572822396
2021-05-01,99.1867,268.404,5.8,19.995419431881
2021-06-01,99.6483,270.71,5.9,24.7844385402701
2021-07-01,100.067,271.965,5.4,31.9696931527536
2021-08-01,100.041,272.752,5.1,28.6874132390184
2021-09-01,98.9955,273.942,4.7,22.7580674267687
2021-10-01,100.354,276.528,4.5,15.5306889263644
2021-11-01,101.268,278.824,4.2,3.67734998755621
2021-12-01,101.195,280.806,3.9,3.21305990909651
2022-01-01,101.215,282.542,4,1.43126295885131
2022-02-01,101.846,284.525,3.8,5.78995092673287
2022-03-01,102.673,287.467,3.7,9.39675262003506
2022-04-01,102.902,288.582,3.7,13.8980133886963
2022-05-01,102.966,291.299,3.6,18.7896578588141
2022-06-01,102.822,295.072,3.6,26.1463459975488
2022-07-01,103.05,294.94,3.5,30.0257377597861
2022-08-01,103.17,295.162,3.6,29.5289834375437
2022-09-01,103.533,296.421,3.5,22.7044122920109
2022-10-01,103.444,297.979,3.6,13.5543432310424
2022-11-01,103.106,298.708,3.6,4.97584568315104
2022-12-01,101.827,298.808,3.5,2.54447117471666
2023-01-01,102.748,300.456,3.5,0.0780144555212366
2023-02-01,102.8,301.476,3.6,3.221161401103
2023-03-01,102.814,301.643,3.5,9.3205725095663
2023-04-01,103.224,302.858,3.4,16.1971837006497
2023-05-01,102.981,303.316,3.6,18.861988946147
2023-06-01,102.381,304.099,3.6,28.0532075964814
2023-07-01,103.072,304.615,3.5,31.4504889832259
2023-08-01,103.095,306.138,3.7,31.5892784380437
2023-09-01,103.308,307.374,3.8,21.7023844747499
2023-10-01,102.578,307.653,3.9,14.0041676894229
2023-11-01,102.887,308.087,3.7,4.07650909432318
2023-12-01,102.631,308.735,3.8,3.90714699667583
2024-01-01,101.483,309.794,3.7,1.73587924121116
2024-02-01,102.727,311.022,3.9,5.5527258954922
2024-03-01,102.519,312.107,3.9,9.56277093300047
2024-04-01,102.357,313.016,3.9,14.4882513413682
2024-05-01,102.98,313.14,4,17.8806514867398
2024-06-01,103.253,313.131,4.1,26.7681434850342
2024-07-01,102.519,313.566,4.2,31.2396437951736
2024-08-01,103.02,314.131,4.2,29.7192313343146
2024-09-01,102.595,314.851,4.1,24.1182583008414
2024-10-01,102.214,315.564,4.1,15.8115484635697
2024-11-01,101.95,316.449,4.2,4.55972211528831
2024-12-01,103.072,317.603,4.1,2.3872005590676
2025-01-01,103.213,319.086,4,0.191031928345172
2025-02-01,104.149,319.775,4.1,4.28545056430912
2025-03-01,103.886,319.615,4.2,7.41675626701754
2025-04-01,103.88,320.321,4.2,14.5771132464704
